Region,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Somali,Wardar,2023-07-01,10.78,120.93,4.67,7.32,6.45,1.91,1.02,3.4,32.46,0.38,1.39,0.28,45.0,Good,16.2,85.8,0.597,0.44,0.58,24.5
Somali,Wardar,2023-08-01,8.66,91.98,9.12,11.56,17.36,0.5,0.6,3.99,22.97,0.61,0.69,0.25,36.0,Good,8.6,59.6,0.511,0.66,0.61,24.5
Somali,Wardar,2023-09-01,13.7,91.32,3.04,12.61,14.97,5.58,0.63,2.47,46.3,0.87,0.41,0.54,54.0,Moderate,6.3,51.3,0.548,-0.42,0.6,24.5
Somali,Wardar,2023-10-01,37.23,107.23,9.31,26.07,20.9,4.74,0.44,3.08,46.3,0.58,1.34,1.1,105.0,Unhealthy for Sensitive Groups,10.7,36.5,0.452,1.72,0.6,24.6
Somali,Wardar,2023-11-01,46.83,97.44,21.18,20.52,19.39,3.42,,2.75,,0.91,3.13,0.45,129.0,Unhealthy for Sensitive Groups,6.0,25.2,0.535,-0.62,0.6,24.5
Somali,Wardar,2023-12-01,38.07,232.74,12.78,15.64,38.94,3.58,1.81,8.73,61.71,1.07,4.11,0.04,107.0,Unhealthy for Sensitive Groups,4.6,23.0,0.548,1.12,0.62,24.5
Somali,Wardar,2024-01-01,33.99,342.91,12.08,16.28,24.96,,0.41,9.11,70.13,0.77,2.35,0.91,97.0,Moderate,11.0,31.8,0.51,-1.02,0.59,25.0
Somali,Wardar,2024-02-01,148.8,726.97,17.87,27.84,19.06,5.6,0.74,7.61,81.01,0.79,4.06,0.93,199.0,Unhealthy,10.2,20.5,0.439,1.01,0.62,25.0
Somali,Wardar,2024-03-01,48.72,183.16,9.6,25.08,32.11,,0.67,8.63,110.78,0.59,3.76,0.84,134.0,Unhealthy for Sensitive Groups,11.1,36.4,0.545,1.02,0.6,25.1
Somali,Wardar,2024-04-01,20.57,235.67,9.65,18.45,36.58,3.44,1.71,8.05,84.05,0.76,2.61,1.35,69.0,Moderate,7.2,41.5,0.54,-0.24,0.62,25.0
Somali,Wardar,2024-05-01,40.87,112.29,8.95,25.47,25.82,5.98,1.27,5.77,49.65,0.81,3.48,,114.0,Unhealthy for Sensitive Groups,4.4,40.9,0.487,0.32,0.6,24.9
Somali,Wardar,2024-06-01,25.33,108.08,5.94,17.16,25.58,3.28,0.86,,27.39,0.41,1.42,1.11,79.0,Moderate,12.0,44.0,0.574,-0.78,0.61,25.0
Somali,Wardar,2024-07-01,22.72,75.92,8.96,8.01,19.79,0.62,0.4,1.0,24.26,0.31,1.77,0.41,73.0,Moderate,17.5,61.4,0.508,-2.3,0.6,25.0
Somali,Wardar,2024-08-01,21.33,103.55,6.52,13.05,25.92,3.5,1.04,1.41,55.77,0.31,,0.32,70.0,Moderate,7.5,74.7,0.573,0.76,0.6,25.0
Somali,Wardar,2024-09-01,18.24,107.66,9.63,,13.4,3.76,0.32,5.04,45.67,0.22,2.88,0.66,64.0,Moderate,4.3,48.4,0.52,0.53,0.59,25.0
Somali,Wardar,2024-10-01,34.36,128.46,9.15,21.23,8.84,4.29,1.02,6.46,69.82,0.15,0.68,,98.0,Moderate,11.0,42.2,0.476,-0.13,0.61,25.0
Somali,Wardar,2024-11-01,25.59,136.14,12.8,15.8,17.23,3.78,,4.38,90.68,0.72,3.11,0.6,79.0,Moderate,3.8,37.2,0.526,2.2,0.6,25.0
Somali,Wardar,2024-12-01,51.44,226.24,,24.15,38.55,1.81,0.49,10.5,117.87,0.29,1.47,0.54,140.0,Unhealthy for Sensitive Groups,3.4,28.8,0.549,0.75,0.6,25.1
Somali,Wardar,2025-01-01,32.37,164.54,9.73,29.08,25.33,4.47,1.08,6.32,110.47,0.38,1.72,1.65,94.0,Moderate,6.2,33.0,0.55,-0.73,0.62,25.5
Somali,Wardar,2025-02-01,147.29,771.95,16.87,25.25,35.59,1.0,1.73,9.95,103.99,0.34,2.5,1.65,198.0,Unhealthy,12.0,31.7,0.637,-0.02,0.61,25.5
Somali,Wardar,2025-03-01,108.91,547.37,12.84,20.77,30.49,8.11,0.88,3.94,94.42,0.86,1.9,0.73,179.0,Unhealthy,6.7,20.8,0.51,0.92,0.63,25.5
Somali,Wardar,2025-04-01,116.83,656.96,17.74,16.06,21.24,9.59,0.75,5.11,80.18,1.0,1.66,1.88,183.0,Unhealthy,14.2,38.1,0.397,0.31,0.61,25.5
Somali,Wardar,2025-05-01,53.17,674.53,7.6,,38.65,7.43,0.92,3.74,74.27,1.29,1.14,1.21,145.0,Unhealthy for Sensitive Groups,7.3,32.0,0.479,-0.24,0.63,25.6
Somali,Wardar,2025-06-01,33.26,127.45,9.4,7.94,17.26,4.07,1.29,6.97,31.66,0.62,1.94,0.97,96.0,Moderate,6.6,50.0,0.501,1.3,0.6,25.6
Somali,Wardar,2025-07-01,10.8,61.71,7.16,7.79,23.96,2.61,0.82,4.85,49.09,0.65,0.3,0.44,45.0,Good,18.4,68.3,0.477,2.13,0.61,25.6
Somali,Wardar,2025-08-01,30.2,87.89,7.15,12.73,22.16,2.63,0.57,2.04,36.69,0.56,1.67,0.82,89.0,Moderate,10.6,76.8,0.528,1.86,0.6,25.5
Somali,Wardar,2025-09-01,25.34,70.7,4.35,14.9,21.17,3.46,1.2,5.0,30.84,0.49,2.44,0.17,79.0,Moderate,10.2,55.2,0.571,-1.11,0.61,25.6
Somali,Wardar,2025-10-01,25.87,144.02,14.79,22.59,22.32,6.31,1.62,6.35,75.71,1.18,2.99,0.19,80.0,Moderate,4.6,35.1,0.446,1.39,0.6,25.5
Somali,Wardar,2025-11-01,27.77,114.32,12.76,20.57,10.48,3.1,,6.56,101.75,0.19,3.47,1.12,84.0,Moderate,3.1,36.7,0.482,-0.26,0.62,25.4
Somali,Wardar,2025-12-01,38.39,250.88,13.25,16.82,17.13,2.11,0.51,3.14,91.3,0.42,1.32,0.72,108.0,Unhealthy for Sensitive Groups,7.0,23.0,0.439,1.07,0.63,25.5
South Ethiopia,Arba Minch,2014-01-01,18.76,34.5,8.81,46.85,22.79,,2.01,6.74,59.87,0.69,6.74,1.02,65.0,Moderate,6.6,41.8,1.169,0.42,0.79,149.9
South Ethiopia,Arba Minch,2014-02-01,45.94,38.83,24.87,44.52,,,2.7,12.16,63.38,1.97,7.79,2.11,127.0,Unhealthy for Sensitive Groups,13.6,38.7,1.238,0.3,0.82,150.5
South Ethiopia,Arba Minch,2014-03-01,44.06,99.39,31.93,26.42,35.44,2.01,1.4,13.26,88.84,0.68,6.3,1.7,122.0,Unhealthy for Sensitive Groups,11.6,54.0,1.183,0.19,0.82,149.8
South Ethiopia,Arba Minch,2014-04-01,,68.13,25.03,20.96,52.75,9.56,1.73,6.18,52.71,1.82,0.63,0.34,,,7.8,42.9,1.143,2.75,0.81,150.2
South Ethiopia,Arba Minch,2014-05-01,20.4,80.11,12.02,39.78,15.42,14.13,1.36,8.3,,1.23,1.36,0.45,68.0,Moderate,6.6,61.4,1.222,0.76,0.8,149.9
South Ethiopia,Arba Minch,2014-06-01,22.99,35.49,18.35,16.64,38.41,3.62,0.72,6.64,43.63,0.75,4.06,1.51,74.0,Moderate,11.1,66.1,1.221,1.05,0.79,150.3
South Ethiopia,Arba Minch,2014-07-01,11.38,22.54,10.03,15.58,18.42,6.27,0.97,4.36,37.4,0.38,0.88,0.38,47.0,Good,17.1,89.2,1.136,1.73,0.81,150.2
South Ethiopia,Arba Minch,2014-08-01,8.42,20.16,6.51,21.56,26.68,0.57,0.75,5.62,38.69,0.31,2.07,0.44,35.0,Good,8.8,82.0,1.353,0.36,0.8,150.1
South Ethiopia,Arba Minch,2014-09-01,10.34,21.03,13.73,14.8,32.19,2.6,1.2,9.77,33.06,0.06,0.98,1.3,43.0,Good,6.5,65.7,1.218,0.44,0.79,149.5
South Ethiopia,Arba Minch,2014-10-01,10.3,,18.86,20.94,15.51,6.75,1.26,2.73,49.91,0.81,3.34,0.65,43.0,Good,10.6,61.1,1.141,2.13,0.81,149.7
South Ethiopia,Arba Minch,2014-11-01,32.41,85.21,23.3,34.86,39.74,3.19,0.57,,46.28,1.48,4.75,0.62,94.0,Moderate,11.3,54.2,1.12,1.06,0.79,150.1
South Ethiopia,Arba Minch,2014-12-01,16.69,40.24,12.12,31.83,15.18,13.2,,13.87,63.72,0.83,4.22,1.26,61.0,Moderate,4.8,50.2,1.239,-1.09,0.8,149.7
South Ethiopia,Arba Minch,2015-01-01,43.49,51.83,13.1,25.12,,2.51,1.41,6.78,58.85,1.14,2.54,1.3,121.0,Unhealthy for Sensitive Groups,6.0,38.6,1.255,0.1,0.8,154.4
South Ethiopia,Arba Minch,2015-02-01,14.25,40.89,28.78,21.54,54.61,6.05,1.72,15.33,74.8,1.85,3.53,0.26,56.0,Moderate,10.3,40.9,1.189,1.95,0.77,153.6
South Ethiopia,Arba Minch,2015-03-01,50.09,92.23,19.77,14.41,72.1,6.61,1.16,10.94,50.54,1.69,5.03,2.6,137.0,Unhealthy for Sensitive Groups,7.7,34.6,1.211,0.99,0.81,153.7
South Ethiopia,Arba Minch,2015-04-01,26.36,58.55,16.01,40.56,40.04,4.42,2.39,16.03,34.44,1.62,6.4,1.94,81.0,Moderate,10.7,46.7,1.274,0.92,0.8,153.8
South Ethiopia,Arba Minch,2015-05-01,36.21,38.43,13.63,39.6,34.66,7.46,0.73,10.94,68.27,1.26,1.43,1.09,103.0,Unhealthy for Sensitive Groups,4.5,57.2,1.276,-0.24,0.82,154.1
South Ethiopia,Arba Minch,2015-06-01,17.92,62.61,6.36,24.32,37.57,4.32,1.43,,42.62,0.26,3.54,0.21,63.0,Moderate,14.2,67.6,1.149,1.3,0.81,154.2
South Ethiopia,Arba Minch,2015-07-01,9.83,18.72,11.14,21.18,12.52,2.72,1.25,4.22,15.93,0.3,0.61,1.09,41.0,Good,10.3,75.6,1.167,0.4,0.84,153.3
South Ethiopia,Arba Minch,2015-08-01,7.59,50.28,7.14,16.54,14.95,1.71,1.37,5.77,15.36,0.63,1.73,0.51,32.0,Good,14.0,78.8,1.18,1.65,0.83,153.6
South Ethiopia,Arba Minch,2015-09-01,20.87,16.88,12.64,16.72,25.67,1.49,0.5,8.07,37.27,0.6,2.55,0.16,69.0,Moderate,5.9,81.4,1.194,1.73,0.82,154.1
South Ethiopia,Arba Minch,2015-10-01,24.01,44.86,19.66,32.72,28.55,6.41,1.21,10.49,,1.46,2.92,,76.0,Moderate,9.9,73.1,1.154,1.32,0.83,153.6
South Ethiopia,Arba Minch,2015-11-01,41.52,70.91,21.32,,21.73,2.69,0.92,4.9,64.89,1.08,3.41,1.02,116.0,Unhealthy for Sensitive Groups,4.5,60.1,1.24,0.92,0.84,154.3
South Ethiopia,Arba Minch,2015-12-01,37.29,31.09,10.75,40.21,54.14,5.67,1.74,9.32,37.84,,5.27,1.85,105.0,Unhealthy for Sensitive Groups,8.9,49.1,1.081,1.1,0.82,154.3
South Ethiopia,Arba Minch,2016-01-01,22.43,82.46,28.81,47.52,22.37,6.1,1.9,7.16,35.41,0.89,6.66,2.44,73.0,Moderate,2.8,38.2,1.233,2.16,0.83,157.3
South Ethiopia,Arba Minch,2016-02-01,33.1,66.25,14.62,28.18,48.01,3.66,1.71,4.55,71.2,1.92,6.48,1.43,95.0,Moderate,11.5,39.0,1.168,0.71,0.84,157.4
South Ethiopia,Arba Minch,2016-03-01,25.5,110.57,9.79,36.17,66.9,12.03,1.61,16.46,86.47,1.07,5.92,1.43,79.0,Moderate,6.6,37.8,1.157,0.25,0.85,157.8
South Ethiopia,Arba Minch,2016-04-01,33.34,72.35,24.21,26.14,26.51,7.64,0.95,9.31,44.59,,5.42,1.32,96.0,Moderate,8.1,39.5,1.18,1.09,0.84,157.3
South Ethiopia,Arba Minch,2016-05-01,35.82,35.18,12.32,17.35,43.28,8.73,0.74,6.44,31.39,1.18,5.14,1.96,102.0,Unhealthy for Sensitive Groups,14.0,52.0,1.234,1.79,0.86,157.4
South Ethiopia,Arba Minch,2016-06-01,24.32,37.91,18.56,15.33,37.76,4.88,,9.64,35.26,1.18,2.57,0.36,77.0,Moderate,7.0,80.0,1.189,0.53,0.84,157.4
South Ethiopia,Arba Minch,2016-07-01,10.03,36.62,18.57,16.83,27.03,3.06,0.66,6.21,30.75,0.56,3.42,,42.0,Good,14.6,89.8,1.19,0.72,0.85,157.3
South Ethiopia,Arba Minch,2016-08-01,13.58,33.17,10.8,13.62,23.78,4.52,1.21,2.24,31.11,0.61,3.15,0.62,54.0,Moderate,6.4,89.9,1.239,1.62,0.83,157.0
South Ethiopia,Arba Minch,2016-09-01,13.54,41.88,6.48,10.51,21.49,7.83,0.63,7.86,28.65,0.64,2.17,1.22,54.0,Moderate,6.9,67.0,1.256,0.29,0.83,157.9
South Ethiopia,Arba Minch,2016-10-01,21.41,66.85,23.65,13.71,18.77,0.87,0.81,8.13,46.8,1.02,1.29,0.51,71.0,Moderate,5.0,55.5,1.224,1.75,0.82,157.6
South Ethiopia,Arba Minch,2016-11-01,25.45,39.69,23.78,35.68,28.39,11.61,1.93,4.51,63.69,1.01,2.87,1.71,79.0,Moderate,7.3,52.4,1.196,1.54,0.83,157.4
South Ethiopia,Arba Minch,2016-12-01,24.38,69.94,24.91,20.99,32.48,9.11,2.24,5.52,42.41,1.34,5.89,2.67,77.0,Moderate,6.3,55.6,1.223,-0.33,0.84,157.5
South Ethiopia,Arba Minch,2017-01-01,14.77,90.01,15.13,34.73,43.83,15.52,2.23,4.1,85.34,1.81,5.23,2.29,57.0,Moderate,8.4,49.6,1.221,1.98,0.87,160.4
South Ethiopia,Arba Minch,2017-02-01,28.56,61.63,29.07,21.17,53.56,11.71,1.67,6.44,75.9,1.65,2.45,1.64,86.0,Moderate,10.0,33.1,1.184,0.72,0.85,161.6
South Ethiopia,Arba Minch,2017-03-01,38.64,105.3,17.71,41.46,59.13,12.76,1.15,9.06,69.72,1.08,6.74,2.03,109.0,Unhealthy for Sensitive Groups,10.1,39.8,1.252,1.2,0.83,161.3
South Ethiopia,Arba Minch,2017-04-01,30.47,54.19,23.39,15.07,60.57,16.17,1.69,12.9,35.6,0.95,5.1,0.46,90.0,Moderate,6.1,42.7,1.207,1.6,0.85,160.7
South Ethiopia,Arba Minch,2017-05-01,,61.14,10.98,24.99,21.76,3.3,0.79,4.28,39.29,1.19,1.84,0.89,,,9.1,49.2,1.285,1.41,0.83,160.6
South Ethiopia,Arba Minch,2017-06-01,19.92,28.59,12.84,18.92,28.28,6.04,1.23,4.42,29.54,0.25,5.14,1.33,67.0,Moderate,11.2,64.7,1.24,0.89,0.86,161.3
South Ethiopia,Arba Minch,2017-07-01,18.05,16.43,9.11,16.35,18.91,6.05,0.99,4.64,27.26,0.5,2.29,0.77,64.0,Moderate,9.3,88.4,1.298,0.36,0.85,161.1
South Ethiopia,Arba Minch,2017-08-01,5.65,42.26,11.59,12.96,21.21,7.49,0.43,4.98,33.89,0.16,2.9,0.3,24.0,Good,12.4,87.0,1.189,0.33,0.86,161.0
South Ethiopia,Arba Minch,2017-09-01,23.99,18.06,9.1,12.95,30.86,4.85,0.44,6.2,37.11,0.92,1.46,0.83,76.0,Moderate,7.8,70.4,1.172,2.18,0.86,161.0
South Ethiopia,Arba Minch,2017-10-01,41.6,50.9,19.92,33.59,42.09,3.94,1.6,7.71,31.06,1.23,4.62,1.81,116.0,Unhealthy for Sensitive Groups,8.2,65.7,1.192,0.8,0.83,161.0
South Ethiopia,Arba Minch,2017-11-01,36.5,77.24,24.89,17.99,14.37,8.9,1.73,7.51,41.79,0.42,4.36,1.19,103.0,Unhealthy for Sensitive Groups,9.6,58.2,1.228,0.4,0.86,161.3
South Ethiopia,Arba Minch,2017-12-01,18.4,46.36,17.08,17.51,26.82,8.26,1.74,5.25,58.99,0.62,5.04,2.2,64.0,Moderate,3.6,53.0,1.195,1.01,0.85,161.2
South Ethiopia,Arba Minch,2018-01-01,26.88,39.71,19.14,29.6,,8.62,1.23,6.55,36.43,1.13,1.65,1.44,82.0,Moderate,9.8,38.8,1.262,1.8,0.88,164.7
South Ethiopia,Arba Minch,2018-02-01,38.2,73.67,13.92,20.83,39.08,14.85,0.4,10.03,72.18,0.61,2.73,1.78,108.0,Unhealthy for Sensitive Groups,5.7,44.1,1.213,0.88,0.88,165.1
South Ethiopia,Arba Minch,2018-03-01,32.54,91.89,35.63,21.61,71.49,6.67,,7.87,71.35,1.9,6.57,2.38,94.0,Moderate,9.9,50.7,1.202,0.23,0.88,164.8
South Ethiopia,Arba Minch,2018-04-01,,105.72,23.89,50.14,63.37,11.74,1.14,,73.71,1.28,,0.9,,,7.4,44.9,1.195,2.74,0.85,164.6
South Ethiopia,Arba Minch,2018-05-01,33.67,69.69,25.35,20.15,50.65,2.69,1.7,13.86,86.2,0.5,5.12,1.55,96.0,Moderate,10.2,54.4,1.207,0.92,0.84,164.8
South Ethiopia,Arba Minch,2018-06-01,14.03,70.76,22.23,17.65,17.39,6.79,1.43,9.86,34.47,0.51,2.72,1.71,55.0,Moderate,13.9,71.5,1.249,1.08,0.85,164.5
South Ethiopia,Arba Minch,2018-07-01,20.14,45.09,13.83,20.55,17.65,2.76,0.42,3.6,23.07,,4.55,0.34,68.0,Moderate,7.4,84.2,1.208,-1.19,0.89,165.4
South Ethiopia,Arba Minch,2018-08-01,20.59,31.86,10.87,11.06,31.41,3.77,0.5,4.81,35.86,0.39,1.68,0.26,69.0,Moderate,12.1,80.2,1.19,0.59,0.86,165.5
South Ethiopia,Arba Minch,2018-09-01,7.65,27.11,10.79,19.76,34.24,5.32,0.81,2.6,37.42,0.47,3.65,1.16,32.0,Good,5.3,78.7,1.188,0.18,0.91,165.4
South Ethiopia,Arba Minch,2018-10-01,12.33,53.07,,20.1,20.96,9.44,0.53,7.5,42.54,1.11,1.9,1.49,51.0,Moderate,4.6,61.7,1.231,0.63,0.83,165.1
South Ethiopia,Arba Minch,2018-11-01,32.24,,23.49,22.68,43.08,5.01,,6.69,66.38,0.87,7.11,1.81,93.0,Moderate,8.3,54.4,1.138,0.43,0.87,164.8
South Ethiopia,Arba Minch,2018-12-01,32.3,58.0,31.37,32.78,36.08,9.16,2.07,10.72,61.26,1.58,,1.62,93.0,Moderate,9.3,41.4,1.252,1.15,0.85,164.9
South Ethiopia,Arba Minch,2019-01-01,19.74,72.81,24.3,23.1,57.19,14.58,0.86,4.78,46.55,0.08,5.82,0.82,67.0,Moderate,4.9,39.9,1.203,2.74,0.86,169.1
South Ethiopia,Arba Minch,2019-02-01,44.07,55.31,20.92,16.48,47.42,8.45,1.85,8.57,45.82,1.28,2.97,0.8,122.0,Unhealthy for Sensitive Groups,11.1,47.1,1.216,0.64,0.87,168.8
South Ethiopia,Arba Minch,2019-03-01,28.68,66.62,27.51,45.71,72.88,14.32,2.29,15.69,88.55,0.82,3.24,1.56,86.0,Moderate,15.9,56.1,1.254,-0.18,0.87,168.8
South Ethiopia,Arba Minch,2019-04-01,40.08,96.65,26.86,18.8,47.39,4.64,1.65,10.18,72.76,,3.35,2.3,112.0,Unhealthy for Sensitive Groups,3.7,46.1,1.154,1.01,0.92,168.7
South Ethiopia,Arba Minch,2019-05-01,10.47,63.9,19.5,15.36,53.94,5.28,1.64,7.15,65.91,1.72,5.33,0.71,44.0,Good,6.4,61.0,1.221,1.13,0.89,168.8
South Ethiopia,Arba Minch,2019-06-01,34.28,41.59,13.88,17.44,21.56,0.69,1.51,5.76,43.13,1.12,1.33,1.8,98.0,Moderate,8.7,66.9,1.274,1.89,0.87,168.9
South Ethiopia,Arba Minch,2019-07-01,13.92,35.8,11.17,12.78,13.34,4.08,0.66,6.15,36.84,0.7,2.84,0.08,55.0,Moderate,8.8,93.9,1.202,1.61,0.89,167.9
South Ethiopia,Arba Minch,2019-08-01,15.54,33.37,15.52,17.93,17.41,2.67,1.05,3.03,28.1,0.19,0.77,0.34,58.0,Moderate,10.3,84.9,1.259,0.69,0.91,169.1
South Ethiopia,Arba Minch,2019-09-01,19.8,50.42,15.26,24.51,34.43,6.77,0.93,1.91,42.59,,4.04,0.58,67.0,Moderate,13.2,72.8,1.239,-0.1,0.87,168.8
South Ethiopia,Arba Minch,2019-10-01,10.53,57.54,8.41,17.42,56.87,6.01,2.09,8.96,59.82,1.12,2.96,1.33,44.0,Good,3.1,58.8,1.224,0.98,0.9,168.6
South Ethiopia,Arba Minch,2019-11-01,39.27,84.39,16.31,23.09,20.07,9.55,1.53,12.08,53.7,0.24,3.9,0.93,110.0,Unhealthy for Sensitive Groups,8.8,38.9,1.167,1.19,0.92,168.7
South Ethiopia,Arba Minch,2019-12-01,25.81,41.01,19.41,32.86,59.99,,2.01,11.17,30.39,0.89,4.8,0.69,80.0,Moderate,8.5,43.4,1.171,-0.64,0.88,168.8
South Ethiopia,Arba Minch,2020-01-01,25.09,60.52,25.62,31.39,48.07,6.4,2.45,6.6,55.86,1.5,1.58,2.13,78.0,Moderate,10.8,37.7,1.152,0.24,0.89,172.4
South Ethiopia,Arba Minch,2020-02-01,40.31,90.91,11.42,33.76,32.78,17.9,0.99,10.69,64.09,,1.17,2.65,113.0,Unhealthy for Sensitive Groups,3.5,35.4,1.132,0.39,0.88,172.2
South Ethiopia,Arba Minch,2020-03-01,29.98,109.94,22.09,20.96,61.94,15.16,2.72,10.54,35.05,1.92,7.27,0.58,89.0,Moderate,17.3,42.6,1.211,2.44,0.89,172.5
South Ethiopia,Arba Minch,2020-04-01,17.03,30.38,15.5,29.87,24.21,1.21,1.34,6.67,39.38,1.0,1.75,0.74,61.0,Moderate,12.4,53.0,1.29,-0.84,0.92,172.9
South Ethiopia,Arba Minch,2020-05-01,20.53,45.29,16.19,17.74,16.58,8.75,1.29,4.56,25.6,0.76,2.49,0.83,69.0,Moderate,9.5,59.2,1.167,1.93,0.89,172.4
South Ethiopia,Arba Minch,2020-06-01,3.31,25.53,13.3,19.07,30.04,7.66,0.67,1.7,18.28,1.01,3.89,1.01,14.0,Good,10.5,64.3,1.218,1.5,0.92,172.0
South Ethiopia,Arba Minch,2020-07-01,13.69,34.34,13.05,19.34,14.75,7.15,0.83,1.68,41.74,0.91,0.75,0.58,54.0,Moderate,14.7,89.3,1.259,1.8,0.88,172.5
South Ethiopia,Arba Minch,2020-08-01,11.1,45.35,6.63,15.88,29.68,3.03,0.35,7.49,41.22,0.78,,0.54,46.0,Good,13.6,90.2,1.15,2.4,0.89,172.5
South Ethiopia,Arba Minch,2020-09-01,8.65,54.53,11.43,24.3,13.4,3.29,1.3,5.16,19.18,0.26,1.53,0.83,36.0,Good,6.3,67.1,1.262,1.05,0.91,172.8
South Ethiopia,Arba Minch,2020-10-01,38.78,43.2,18.01,23.6,53.04,8.85,1.0,2.62,59.12,0.87,5.71,0.64,109.0,Unhealthy for Sensitive Groups,4.7,53.0,1.187,0.39,0.92,172.4
South Ethiopia,Arba Minch,2020-11-01,17.46,98.04,14.84,35.45,55.71,6.25,2.33,8.14,69.62,1.43,7.02,1.58,62.0,Moderate,11.8,46.4,1.262,-0.16,0.91,172.4
South Ethiopia,Arba Minch,2020-12-01,15.49,,27.19,28.52,34.78,10.48,1.38,,35.49,0.8,3.22,1.64,58.0,Moderate,8.9,47.0,1.322,2.0,0.87,172.6
South Ethiopia,Arba Minch,2021-01-01,29.19,94.19,25.41,29.22,19.07,9.96,2.62,6.43,61.72,0.87,5.98,0.81,87.0,Moderate,5.1,48.9,1.214,0.89,0.91,176.1
South Ethiopia,Arba Minch,2021-02-01,24.39,80.53,10.41,41.68,30.24,11.1,1.03,11.12,63.23,1.32,2.87,2.1,77.0,Moderate,5.8,32.2,1.252,0.89,0.9,176.4
South Ethiopia,Arba Minch,2021-03-01,52.12,61.1,18.36,34.06,26.61,10.54,2.09,18.06,61.77,0.97,9.1,1.95,142.0,Unhealthy for Sensitive Groups,6.5,51.4,1.195,1.33,0.92,176.1
South Ethiopia,Arba Minch,2021-04-01,30.23,72.23,11.59,38.69,28.2,4.1,1.13,15.21,61.32,1.72,3.5,1.44,89.0,Moderate,8.1,57.5,1.221,0.11,0.94,176.4
South Ethiopia,Arba Minch,2021-05-01,19.55,41.52,12.95,32.15,25.98,9.41,0.84,16.06,37.88,1.73,4.23,0.52,67.0,Moderate,12.9,53.0,1.194,2.75,0.91,176.2
South Ethiopia,Arba Minch,2021-06-01,27.23,39.8,13.19,24.54,16.67,9.02,0.52,3.72,29.67,0.94,2.01,0.62,83.0,Moderate,13.6,69.3,1.255,0.24,0.92,176.1
South Ethiopia,Arba Minch,2021-07-01,11.51,34.41,6.69,16.95,20.3,5.91,1.04,5.91,,0.26,1.63,0.98,48.0,Good,6.6,84.1,1.143,2.38,0.91,176.9
South Ethiopia,Arba Minch,2021-08-01,9.95,32.45,10.42,8.94,23.39,1.36,1.21,6.63,22.84,0.14,1.49,1.08,41.0,Good,14.8,81.7,1.182,2.29,0.89,176.5
South Ethiopia,Arba Minch,2021-09-01,20.77,51.57,9.71,21.31,41.04,7.89,1.03,6.76,27.92,0.99,1.31,1.57,69.0,Moderate,4.7,66.7,1.187,1.62,0.88,176.2
South Ethiopia,Arba Minch,2021-10-01,7.58,42.11,10.84,30.16,,10.03,2.05,8.34,70.1,1.04,1.76,1.1,32.0,Good,9.5,71.9,1.259,-0.51,0.91,176.9
South Ethiopia,Arba Minch,2021-11-01,20.09,66.29,20.31,31.16,50.01,2.65,1.95,9.19,58.62,0.73,4.52,1.0,68.0,Moderate,12.0,59.1,1.257,1.41,0.91,175.6
South Ethiopia,Arba Minch,2021-12-01,17.44,48.49,13.47,30.89,40.77,17.17,2.06,13.41,42.26,1.21,4.58,1.53,62.0,Moderate,7.3,47.8,1.126,1.27,0.92,176.1
South Ethiopia,Arba Minch,2022-01-01,15.53,112.88,15.17,28.71,31.31,10.41,2.08,5.72,97.87,0.4,8.92,0.8,58.0,Moderate,8.4,32.3,1.186,1.1,0.91,180.5
South Ethiopia,Arba Minch,2022-02-01,35.37,48.84,33.05,30.64,47.46,15.63,2.9,18.48,59.18,1.8,7.54,1.42,100.0,Moderate,7.3,50.6,1.174,2.38,0.93,179.4
South Ethiopia,Arba Minch,2022-03-01,31.39,101.45,38.19,21.77,48.02,6.0,1.12,16.47,64.88,1.07,3.45,1.59,92.0,Moderate,5.7,50.5,1.061,1.3,0.93,180.4
South Ethiopia,Arba Minch,2022-04-01,42.28,74.98,31.53,27.83,67.13,17.57,0.99,4.82,53.35,0.86,6.1,1.4,118.0,Unhealthy for Sensitive Groups,8.5,43.7,1.254,0.7,0.92,179.8
South Ethiopia,Arba Minch,2022-05-01,13.78,86.77,12.79,23.95,40.94,7.36,1.95,,74.19,1.57,6.92,0.32,55.0,Moderate,13.9,57.2,1.284,0.76,0.92,180.1
South Ethiopia,Arba Minch,2022-06-01,15.33,,19.02,22.46,13.06,3.95,0.55,,47.21,0.98,3.12,1.0,58.0,Moderate,13.2,72.6,1.21,2.48,0.91,180.0
South Ethiopia,Arba Minch,2022-07-01,10.31,15.81,10.27,19.53,10.43,4.93,0.71,6.14,26.01,0.73,2.54,1.05,43.0,Good,7.7,94.0,1.238,0.09,0.93,180.2
South Ethiopia,Arba Minch,2022-08-01,14.97,26.19,8.52,13.96,26.69,6.3,0.86,3.45,23.16,0.93,2.11,0.15,57.0,Moderate,12.2,80.4,1.203,-2.46,0.92,180.1
