Province,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Shandong,Zibo,2021-12-01,227.39,428.47,59.33,73.49,92.69,45.57,4.62,33.58,107.58,3.13,8.88,5.93,277,Heavily Polluted,7.1,43.4,0.22,5.75,354.72,661.5
Shandong,Zibo,2022-01-01,101.26,411.14,71.58,93.77,90.81,52.96,4.07,50.73,78.33,4.42,22.04,4.97,133,Lightly Polluted,11.6,42.6,0.239,4.66,356.79,666.8
Shandong,Zibo,2022-02-01,116.41,212.71,54.57,86.37,100.86,34.62,2.33,25.96,76.36,7.65,15.84,1.59,152,Moderately Polluted,13.1,59.5,0.232,5.11,361.36,664.9
Shandong,Zibo,2022-03-01,85.64,314.72,16.99,75.76,62.45,27.47,2.16,37.09,55.28,3.79,7.16,3.89,113,Lightly Polluted,16.4,58.9,0.24,5.67,359.38,668.5
Shandong,Zibo,2022-04-01,116.61,107.27,32.63,44.69,55.19,19.22,1.63,21.01,44.62,4.95,8.67,2.84,152,Moderately Polluted,20.0,45.1,0.09,6.44,356.44,667.1
Shandong,Zibo,2022-05-01,81.64,158.0,44.98,58.94,29.41,30.55,3.22,25.24,26.91,3.99,4.61,2.4,108,Lightly Polluted,8.1,76.1,0.231,4.92,356.8,663.9
Shandong,Zibo,2022-06-01,72.53,158.16,27.0,48.74,19.13,8.06,2.57,24.36,52.43,3.28,3.59,1.46,97,Good,9.8,87.7,0.163,5.89,353.48,668.1
Shandong,Zibo,2022-07-01,73.15,135.38,19.74,31.41,43.52,15.37,1.38,14.61,24.28,1.84,3.44,2.57,98,Good,9.9,86.2,0.04,5.8,346.18,665.7
Shandong,Zibo,2022-08-01,96.47,193.42,23.63,39.93,14.26,17.4,2.21,11.03,36.99,1.92,5.22,2.21,127,Lightly Polluted,6.3,75.6,0.183,4.99,356.63,668.3
Shandong,Zibo,2022-09-01,54.87,181.47,29.2,24.88,19.09,13.27,2.78,30.19,52.98,4.16,7.97,1.7,75,Good,9.3,66.1,0.215,5.72,358.74,664.5
Shandong,Zibo,2022-10-01,93.38,173.43,35.48,54.32,55.15,36.55,1.29,14.42,49.63,2.5,15.52,3.92,123,Lightly Polluted,8.4,53.0,0.132,5.82,354.87,664.8
Shandong,Zibo,2022-11-01,178.99,291.78,47.46,49.08,69.88,38.28,2.82,34.78,62.03,7.35,6.82,2.33,229,Heavily Polluted,7.3,65.0,0.249,5.66,352.07,664.1
Shandong,Zibo,2022-12-01,164.33,276.12,81.32,100.1,42.97,38.37,2.11,70.0,72.66,10.64,23.69,5.77,214,Heavily Polluted,10.5,46.9,0.187,6.44,352.24,664.6
Shandong,Zibo,2023-01-01,127.6,407.82,23.35,94.46,91.74,19.0,3.33,31.36,63.46,3.91,9.19,6.18,168,Moderately Polluted,8.9,36.4,0.14,6.93,356.01,667.0
Shandong,Zibo,2023-02-01,97.01,225.84,41.47,47.09,35.86,37.25,4.2,30.97,36.46,6.96,20.32,4.97,127,Lightly Polluted,7.5,43.4,0.184,5.34,359.07,666.5
Shandong,Zibo,2023-03-01,116.77,210.82,16.84,59.08,62.48,13.81,1.85,20.23,68.71,2.59,9.04,2.06,152,Moderately Polluted,13.6,59.0,0.124,6.39,358.68,673.6
Shandong,Zibo,2023-04-01,113.9,229.72,47.18,48.53,62.42,35.4,2.64,32.16,43.34,1.55,13.45,3.95,149,Lightly Polluted,15.2,63.5,0.229,5.73,365.88,667.1
Shandong,Zibo,2023-05-01,115.86,131.29,26.82,31.54,59.04,16.37,3.25,24.84,69.7,5.44,10.41,2.76,151,Moderately Polluted,12.8,69.3,0.178,5.37,359.45,671.1
Shandong,Zibo,2023-06-01,56.21,178.52,35.67,26.18,48.97,24.06,2.43,15.95,46.85,4.37,6.51,1.33,76,Good,6.7,60.7,0.203,4.43,362.55,667.6
Shandong,Zibo,2023-07-01,54.06,89.0,9.99,21.12,44.49,8.81,1.38,28.91,22.44,2.85,6.87,1.5,74,Good,16.5,76.7,0.196,5.27,360.21,668.7
Shandong,Zibo,2023-08-01,78.54,195.57,10.67,28.19,10.68,14.35,1.59,7.37,39.96,3.62,4.04,3.0,104,Lightly Polluted,8.5,65.7,0.236,5.6,371.3,668.4
Shandong,Zibo,2023-09-01,84.83,167.47,25.5,52.28,15.55,20.89,1.41,16.2,36.98,3.61,7.24,2.55,112,Lightly Polluted,12.5,67.8,0.164,5.38,366.96,668.7
Shandong,Zibo,2023-10-01,122.61,179.88,20.84,61.28,67.11,29.15,1.11,18.82,39.01,6.46,4.69,2.16,161,Moderately Polluted,6.7,59.1,0.204,6.92,364.31,673.1
Shandong,Zibo,2023-11-01,140.85,293.91,55.69,83.01,50.74,28.58,1.67,29.32,65.6,5.73,4.36,5.65,187,Moderately Polluted,6.5,55.3,0.03,6.18,360.32,668.9
Shandong,Zibo,2023-12-01,126.9,380.93,53.59,83.49,53.64,44.06,4.9,44.12,86.53,4.73,16.99,6.08,167,Moderately Polluted,5.2,36.0,0.173,5.66,365.33,670.6
Shandong,Zibo,2024-01-01,165.99,249.65,69.42,56.76,73.74,40.49,3.0,26.08,41.36,6.02,17.17,4.18,216,Heavily Polluted,9.8,42.5,0.148,5.66,361.19,673.7
Shandong,Zibo,2024-02-01,170.73,200.4,41.01,52.53,85.38,35.22,3.6,40.97,78.26,4.79,23.49,3.71,221,Heavily Polluted,9.2,54.7,0.287,5.48,364.52,673.5
Shandong,Zibo,2024-03-01,114.67,149.14,19.74,30.08,21.07,19.29,2.37,33.26,55.78,5.53,4.65,1.52,150,Lightly Polluted,12.3,54.9,0.245,5.8,370.03,672.6
Shandong,Zibo,2024-04-01,133.67,147.57,13.44,26.3,48.2,14.29,3.26,31.3,31.05,5.85,5.68,2.06,176,Moderately Polluted,19.3,49.7,0.058,5.7,366.87,672.1
Shandong,Zibo,2024-05-01,124.99,226.72,11.14,50.69,31.47,22.14,3.05,16.26,26.6,2.03,6.0,0.93,164,Moderately Polluted,13.7,59.2,0.119,4.98,361.48,673.1
Shandong,Zibo,2024-06-01,53.19,103.25,10.49,36.33,50.88,21.5,2.17,28.64,26.12,2.42,7.45,2.7,73,Good,11.0,57.2,0.181,5.28,365.01,673.5
Shandong,Zibo,2024-07-01,61.32,137.78,16.07,14.29,33.99,11.15,0.73,25.3,28.58,2.01,4.97,0.89,83,Good,7.2,68.2,0.105,6.46,377.3,671.7
Shandong,Zibo,2024-08-01,56.07,171.45,15.2,35.75,37.2,17.98,1.06,28.26,36.46,3.15,8.72,1.24,76,Good,14.3,77.5,0.105,5.95,367.36,669.4
Shandong,Zibo,2024-09-01,83.9,81.72,14.31,31.37,33.26,22.81,2.79,31.99,35.04,2.55,8.02,0.62,111,Lightly Polluted,10.7,60.5,0.16,6.21,368.16,671.3
Shandong,Zibo,2024-10-01,137.44,235.52,26.18,62.71,76.72,17.23,3.44,24.64,37.08,6.01,11.59,2.63,182,Moderately Polluted,9.8,50.8,0.098,5.41,353.94,671.1
Shandong,Zibo,2024-11-01,115.49,270.62,58.78,73.22,98.58,19.54,3.93,46.97,44.94,8.41,11.47,1.29,150,Lightly Polluted,9.7,53.5,0.142,5.96,363.4,673.4
Shandong,Zibo,2024-12-01,211.31,258.45,67.91,97.71,94.73,45.0,5.75,68.02,70.54,7.92,13.66,4.77,261,Heavily Polluted,7.2,62.8,0.231,4.9,369.28,673.1
Shandong,Zibo,2025-01-01,154.19,234.94,45.0,76.65,103.47,29.73,3.1,42.9,53.27,6.22,7.53,2.37,204,Heavily Polluted,11.9,34.4,0.134,4.84,375.51,675.4
Shandong,Zibo,2025-02-01,155.42,349.58,20.41,80.96,81.9,47.99,2.18,57.8,85.73,9.18,14.15,1.97,205,Heavily Polluted,12.2,43.6,0.088,5.47,365.25,674.8
Shandong,Zibo,2025-03-01,75.99,267.33,22.8,33.63,62.21,43.41,1.16,42.48,47.05,6.05,5.51,2.43,101,Lightly Polluted,11.6,52.3,0.316,5.71,371.69,673.7
Shandong,Zibo,2025-04-01,110.85,254.86,37.29,33.98,43.91,18.44,1.03,42.32,42.7,4.36,13.42,2.3,145,Lightly Polluted,13.2,70.5,0.173,6.15,370.84,675.5
Shandong,Zibo,2025-05-01,117.43,191.42,41.52,19.92,26.4,29.8,2.17,10.65,52.72,3.16,12.19,3.48,153,Moderately Polluted,12.6,53.7,0.237,5.66,373.9,674.0
Shandong,Zibo,2025-06-01,48.71,119.18,30.51,30.69,48.83,26.77,0.98,10.08,22.19,3.29,9.53,2.94,67,Good,11.8,84.9,0.142,5.78,369.5,673.7
Shandong,Zibo,2025-07-01,85.79,121.47,29.76,11.46,31.63,19.19,0.86,9.82,45.98,2.54,8.04,1.14,113,Lightly Polluted,12.9,77.7,0.177,5.66,362.47,675.1
Shandong,Zibo,2025-08-01,44.3,173.72,21.27,35.7,52.18,17.06,1.51,23.84,32.57,1.34,8.07,0.75,61,Good,7.3,65.9,0.068,5.49,364.88,672.7
Shandong,Zibo,2025-09-01,64.36,108.75,21.92,42.53,28.89,12.89,2.13,22.99,29.17,3.59,5.26,2.7,87,Good,13.4,71.1,0.242,5.36,374.67,678.2
Shandong,Zibo,2025-10-01,110.89,254.43,48.31,36.57,69.17,11.27,2.89,41.64,26.36,3.19,4.61,1.94,145,Lightly Polluted,11.3,39.0,0.05,5.8,371.62,675.0
Shandong,Zibo,2025-11-01,110.46,238.04,48.47,40.04,55.14,23.46,4.31,27.23,39.9,8.37,5.65,1.7,144,Lightly Polluted,13.0,51.9,0.158,6.71,365.0,671.6
Shandong,Zibo,2025-12-01,221.72,186.39,43.59,76.3,122.42,19.61,2.69,50.03,98.62,7.8,13.68,3.37,272,Heavily Polluted,6.8,48.1,0.055,6.38,370.07,676.8
Shanghai,Shanghai-Baoshan,2014-01-01,65.7,117.67,23.62,50.5,38.67,8.67,1.27,27.21,59.36,2.48,11.29,0.78,88,Good,12.5,41.4,0.038,3.79,176.61,3795.2
Shanghai,Shanghai-Baoshan,2014-02-01,51.11,94.82,10.03,41.04,18.2,26.15,1.27,27.33,37.98,2.93,7.89,1.44,70,Good,9.9,62.0,0.0,4.47,177.71,3805.6
Shanghai,Shanghai-Baoshan,2014-03-01,29.38,80.88,16.77,21.75,23.95,6.87,1.67,14.44,53.58,0.74,5.13,0.77,42,Excellent,15.1,41.1,0.081,3.83,177.67,3796.0
Shanghai,Shanghai-Baoshan,2014-04-01,34.8,111.61,16.84,11.81,11.62,15.2,1.55,9.92,25.56,3.11,2.02,0.76,50,Excellent,8.6,41.7,0.0,4.08,179.37,3817.1
Shanghai,Shanghai-Baoshan,2014-05-01,31.1,84.17,15.96,23.26,28.41,10.49,0.53,18.61,50.62,2.24,6.87,1.79,44,Excellent,14.2,63.7,0.011,3.93,176.57,3790.9
Shanghai,Shanghai-Baoshan,2014-06-01,53.8,50.23,8.03,13.69,20.83,9.1,0.92,10.99,20.42,1.74,5.5,1.06,73,Good,14.4,68.2,0.0,3.24,179.9,3802.1
Shanghai,Shanghai-Baoshan,2014-07-01,40.07,29.56,10.14,15.52,24.15,1.39,0.66,12.18,34.8,1.36,1.73,1.52,56,Good,12.6,68.2,0.027,3.48,177.21,3796.5
Shanghai,Shanghai-Baoshan,2014-08-01,37.26,9.2,4.12,24.52,6.76,5.73,1.17,15.37,22.15,1.68,3.4,0.97,53,Good,8.3,89.3,0.0,3.12,178.55,3795.5
Shanghai,Shanghai-Baoshan,2014-09-01,39.58,55.13,5.89,9.0,10.46,6.57,0.56,6.13,17.63,2.25,2.74,0.79,55,Good,4.0,64.5,0.04,3.27,186.71,3787.3
Shanghai,Shanghai-Baoshan,2014-10-01,57.32,129.99,23.12,38.72,26.93,16.81,0.96,16.08,49.34,2.59,4.16,1.61,78,Good,11.3,61.2,0.0,3.33,177.88,3802.9
Shanghai,Shanghai-Baoshan,2014-11-01,89.27,149.64,16.9,24.6,22.77,23.38,1.65,34.53,46.33,3.41,4.45,1.21,118,Lightly Polluted,3.3,42.5,0.055,3.68,182.53,3779.4
Shanghai,Shanghai-Baoshan,2014-12-01,89.14,163.91,21.79,26.96,19.11,10.19,2.27,32.38,72.83,3.75,13.71,2.99,118,Lightly Polluted,7.4,40.2,0.041,3.61,176.89,3810.1
Shanghai,Shanghai-Baoshan,2015-01-01,56.83,122.98,28.72,29.17,56.76,24.82,2.57,13.12,29.52,2.63,3.91,2.49,77,Good,12.4,60.5,0.084,3.95,185.23,3831.0
Shanghai,Shanghai-Baoshan,2015-02-01,56.12,68.25,9.04,43.23,17.15,27.94,1.92,21.97,64.97,2.22,10.26,1.53,76,Good,13.3,53.0,0.014,3.92,183.24,3832.1
Shanghai,Shanghai-Baoshan,2015-03-01,36.94,144.17,21.3,26.18,27.87,21.73,1.68,21.67,49.18,1.68,7.88,0.06,52,Good,9.0,42.0,0.0,3.6,182.14,3814.2
Shanghai,Shanghai-Baoshan,2015-04-01,58.77,40.19,8.58,31.91,20.3,6.13,1.49,10.11,25.83,3.08,2.68,0.86,80,Good,11.7,43.6,0.007,4.27,179.48,3829.1
Shanghai,Shanghai-Baoshan,2015-05-01,33.67,89.36,16.54,15.83,21.68,14.5,0.96,15.86,49.85,3.06,6.75,1.19,48,Excellent,14.0,62.2,0.0,3.18,184.54,3820.2
Shanghai,Shanghai-Baoshan,2015-06-01,16.64,82.19,3.79,12.57,5.84,12.39,0.52,13.5,25.58,1.74,4.47,1.29,24,Excellent,7.6,74.7,0.052,3.44,179.47,3799.0
Shanghai,Shanghai-Baoshan,2015-07-01,22.28,49.26,12.35,18.94,17.52,5.45,0.93,9.52,30.52,2.13,4.05,0.75,32,Excellent,7.1,68.3,0.0,3.26,180.91,3806.4
Shanghai,Shanghai-Baoshan,2015-08-01,31.62,67.65,7.62,25.79,21.02,12.36,0.47,14.93,34.7,2.14,0.84,1.77,45,Excellent,8.0,80.2,0.053,2.93,180.66,3825.2
Shanghai,Shanghai-Baoshan,2015-09-01,49.52,90.37,9.08,16.34,2.63,7.59,0.41,19.12,9.87,2.05,1.69,1.41,68,Good,9.1,67.1,0.0,3.92,180.72,3819.8
Shanghai,Shanghai-Baoshan,2015-10-01,60.46,76.46,11.86,25.72,4.96,16.56,1.28,21.53,47.95,3.54,9.12,1.77,82,Good,9.7,53.6,0.019,3.41,181.07,3789.4
Shanghai,Shanghai-Baoshan,2015-11-01,75.38,177.29,18.8,16.66,19.18,26.32,1.72,15.48,65.36,4.25,2.8,0.91,100,Good,11.4,46.6,0.0,4.33,180.04,3808.7
Shanghai,Shanghai-Baoshan,2015-12-01,60.38,128.71,31.38,41.45,28.99,24.91,3.01,27.68,61.27,1.66,3.67,1.3,82,Good,10.9,45.2,0.0,3.92,181.21,3799.3
Shanghai,Shanghai-Baoshan,2016-01-01,87.07,175.97,5.49,33.35,8.9,10.7,1.26,17.18,57.33,1.2,3.83,2.23,115,Lightly Polluted,6.4,38.7,0.0,4.29,187.0,3846.3
Shanghai,Shanghai-Baoshan,2016-02-01,83.91,81.04,18.95,49.0,37.82,17.77,1.47,15.01,54.33,1.65,8.19,2.82,111,Lightly Polluted,8.3,34.8,0.0,3.72,186.08,3837.9
Shanghai,Shanghai-Baoshan,2016-03-01,32.73,89.46,11.99,13.55,38.09,7.38,0.56,15.59,44.01,2.87,6.57,0.49,47,Excellent,15.8,52.1,0.045,3.9,193.67,3839.6
Shanghai,Shanghai-Baoshan,2016-04-01,41.92,96.38,6.37,25.45,27.07,21.16,1.35,11.72,37.11,2.79,8.7,1.24,58,Good,19.2,55.7,0.043,3.07,185.25,3818.4
Shanghai,Shanghai-Baoshan,2016-05-01,27.06,52.52,10.01,21.6,18.37,8.14,1.46,12.06,29.79,1.59,4.44,0.65,39,Excellent,13.0,72.4,0.0,3.5,183.27,3841.6
Shanghai,Shanghai-Baoshan,2016-06-01,38.31,65.58,10.0,12.17,27.41,7.12,1.07,4.04,43.07,2.29,3.06,0.95,54,Good,8.0,82.2,0.0,4.37,190.0,3838.4
Shanghai,Shanghai-Baoshan,2016-07-01,34.5,52.21,4.51,14.38,22.28,7.42,0.92,9.14,37.35,1.15,1.2,0.94,49,Excellent,11.9,72.5,0.0,4.56,186.36,3822.0
Shanghai,Shanghai-Baoshan,2016-08-01,25.61,65.95,8.21,20.31,16.62,13.7,0.49,1.82,30.37,1.98,3.33,0.87,37,Excellent,8.0,84.4,0.026,3.5,185.78,3844.1
Shanghai,Shanghai-Baoshan,2016-09-01,52.19,33.33,6.28,16.43,26.55,13.26,0.2,12.22,27.08,0.93,5.03,0.73,71,Good,11.5,67.3,0.0,4.52,185.43,3855.1
Shanghai,Shanghai-Baoshan,2016-10-01,57.08,89.44,19.06,21.06,19.01,7.5,0.95,12.46,33.2,3.14,6.36,1.56,77,Good,12.3,68.9,0.075,3.99,185.85,3832.7
Shanghai,Shanghai-Baoshan,2016-11-01,76.4,68.44,22.44,24.98,19.55,13.31,2.39,21.96,58.99,4.19,10.31,0.62,102,Lightly Polluted,11.6,59.2,0.065,4.37,191.34,3834.0
Shanghai,Shanghai-Baoshan,2016-12-01,104.26,135.26,22.19,31.35,30.7,27.89,0.85,17.83,38.14,1.65,9.02,1.18,137,Lightly Polluted,7.0,39.9,0.025,3.35,185.09,3832.1
Shanghai,Shanghai-Baoshan,2017-01-01,89.53,117.13,22.53,14.82,21.71,27.45,1.85,27.31,79.47,1.87,5.48,1.54,118,Lightly Polluted,8.9,40.6,0.0,3.53,186.79,3853.9
Shanghai,Shanghai-Baoshan,2017-02-01,70.35,86.17,11.66,27.63,39.47,15.59,1.56,29.44,31.66,4.7,2.38,1.58,94,Good,9.6,42.6,0.0,3.4,193.04,3866.7
Shanghai,Shanghai-Baoshan,2017-03-01,35.36,49.66,24.6,18.11,21.27,17.45,1.21,13.05,25.47,2.74,2.43,1.33,50,Excellent,11.3,43.4,0.006,4.37,195.44,3859.1
Shanghai,Shanghai-Baoshan,2017-04-01,35.64,42.64,7.82,27.89,26.12,14.09,0.69,10.08,28.83,3.21,1.61,0.78,51,Good,15.1,68.2,0.0,2.68,188.96,3872.1
Shanghai,Shanghai-Baoshan,2017-05-01,35.55,82.1,3.96,25.14,6.66,7.0,0.29,13.53,33.59,1.23,2.57,1.07,50,Excellent,12.9,61.4,0.008,4.03,190.41,3851.6
Shanghai,Shanghai-Baoshan,2017-06-01,41.84,84.52,11.28,17.23,22.85,5.76,0.98,6.37,28.32,1.73,6.43,0.72,58,Good,8.2,58.8,0.001,3.94,187.23,3877.6
Shanghai,Shanghai-Baoshan,2017-07-01,37.11,52.15,7.75,20.27,10.46,10.21,0.75,8.21,30.57,2.36,3.47,1.43,52,Good,12.1,74.2,0.042,4.53,184.64,3862.4
Shanghai,Shanghai-Baoshan,2017-08-01,33.83,31.51,9.62,14.86,20.39,11.89,0.41,9.46,12.28,0.52,1.54,0.68,48,Excellent,12.8,68.1,0.0,4.45,188.83,3858.0
Shanghai,Shanghai-Baoshan,2017-09-01,29.07,68.39,5.61,7.68,14.85,5.93,0.98,14.01,39.46,1.48,6.13,1.18,42,Excellent,6.7,57.0,0.028,4.35,190.23,3844.3
Shanghai,Shanghai-Baoshan,2017-10-01,45.71,72.63,8.31,28.14,36.07,14.5,0.87,9.13,40.91,0.92,8.58,2.26,63,Good,9.5,55.9,0.041,4.76,185.6,3847.3
Shanghai,Shanghai-Baoshan,2017-11-01,46.91,82.82,26.42,22.76,27.02,22.86,1.0,13.72,20.92,2.07,5.14,1.22,65,Good,10.2,58.6,0.0,4.92,186.75,3863.5
Shanghai,Shanghai-Baoshan,2017-12-01,60.38,187.18,30.69,43.61,51.65,18.09,0.68,11.5,31.54,1.96,13.07,3.61,82,Good,12.6,38.8,0.0,3.5,188.23,3834.4
Shanghai,Shanghai-Baoshan,2018-01-01,61.29,89.31,24.86,28.95,50.02,25.65,1.64,16.79,24.39,1.15,9.4,2.26,83,Good,4.2,48.6,0.114,4.62,193.53,3855.3
Shanghai,Shanghai-Baoshan,2018-02-01,41.09,100.96,22.66,42.99,21.18,6.74,1.51,31.18,46.49,3.6,6.72,1.26,57,Good,9.1,47.7,0.0,4.35,190.67,3883.6
Shanghai,Shanghai-Baoshan,2018-03-01,59.95,54.68,7.07,22.68,30.03,13.72,1.1,16.33,48.95,1.62,5.89,1.9,81,Good,7.7,61.3,0.0,3.88,194.79,3891.5
Shanghai,Shanghai-Baoshan,2018-04-01,57.71,56.29,19.93,24.01,17.69,11.23,0.6,11.16,26.43,1.37,1.1,2.0,78,Good,11.9,63.9,0.038,3.66,188.28,3869.0
Shanghai,Shanghai-Baoshan,2018-05-01,36.61,58.68,8.27,28.7,14.87,4.72,0.44,16.7,35.69,2.16,2.18,0.17,52,Good,9.6,71.1,0.0,3.95,189.58,3882.9
Shanghai,Shanghai-Baoshan,2018-06-01,20.31,72.44,6.95,9.9,18.67,3.43,0.41,10.32,26.86,1.4,4.47,1.17,29,Excellent,11.1,79.9,0.092,3.91,191.92,3869.1
Shanghai,Shanghai-Baoshan,2018-07-01,33.11,30.91,9.22,10.53,4.48,10.56,0.82,11.1,30.44,0.82,3.56,0.87,47,Excellent,10.6,84.5,0.0,4.1,192.42,3875.1
Shanghai,Shanghai-Baoshan,2018-08-01,42.86,35.62,3.58,24.74,16.6,13.68,0.73,11.63,29.16,0.48,3.89,0.42,60,Good,9.3,87.7,0.0,3.95,194.98,3885.4
Shanghai,Shanghai-Baoshan,2018-09-01,28.71,37.71,3.7,23.09,17.88,9.12,0.25,10.75,31.48,1.62,3.73,0.95,41,Excellent,9.6,71.1,0.0,3.28,185.37,3896.0
Shanghai,Shanghai-Baoshan,2018-10-01,32.6,85.55,11.2,17.34,28.14,9.1,1.24,13.26,39.29,2.35,7.31,0.94,47,Excellent,8.1,68.2,0.0,4.14,192.82,3893.2
Shanghai,Shanghai-Baoshan,2018-11-01,58.56,61.76,19.54,28.23,41.92,8.95,1.52,15.55,69.04,3.68,10.35,1.39,79,Good,8.2,50.7,0.0,3.74,190.26,3882.4
Shanghai,Shanghai-Baoshan,2018-12-01,108.32,183.94,32.81,46.41,53.5,27.95,1.72,32.3,69.0,4.87,11.23,1.42,142,Lightly Polluted,10.0,38.3,0.0,4.77,188.59,3896.9
Shanghai,Shanghai-Baoshan,2019-01-01,100.52,181.84,12.35,46.46,42.2,14.6,1.04,28.49,47.58,3.05,3.2,2.54,132,Lightly Polluted,10.3,44.3,0.0,3.65,200.09,3888.9
Shanghai,Shanghai-Baoshan,2019-02-01,77.49,147.58,12.92,38.07,39.54,12.86,2.03,11.18,44.68,1.57,7.07,0.34,103,Lightly Polluted,8.7,41.1,0.0,3.42,196.84,3873.5
Shanghai,Shanghai-Baoshan,2019-03-01,29.95,89.0,7.44,11.32,29.05,4.6,1.73,19.29,41.56,1.56,2.86,0.73,43,Excellent,4.8,41.5,0.0,4.01,196.98,3921.1
Shanghai,Shanghai-Baoshan,2019-04-01,26.5,88.96,19.49,33.76,19.79,7.15,0.35,13.36,28.48,1.97,2.45,1.39,38,Excellent,11.8,61.5,0.0,4.39,195.01,3884.1
Shanghai,Shanghai-Baoshan,2019-05-01,55.66,71.23,13.4,25.35,6.42,2.83,1.26,15.8,41.58,2.32,4.65,0.92,76,Good,13.7,53.3,0.02,4.69,195.75,3880.0
Shanghai,Shanghai-Baoshan,2019-06-01,14.51,44.8,10.09,15.9,8.98,11.19,1.03,8.67,36.92,0.58,2.29,1.33,21,Excellent,13.5,79.8,0.0,3.94,193.91,3882.7
Shanghai,Shanghai-Baoshan,2019-07-01,23.39,71.54,5.61,13.3,10.96,4.48,0.66,14.36,21.63,1.39,4.41,0.02,33,Excellent,12.1,79.9,0.0,3.85,199.74,3902.0
Shanghai,Shanghai-Baoshan,2019-08-01,25.08,64.6,9.61,14.13,9.89,7.8,0.69,13.88,13.79,1.25,4.45,1.74,36,Excellent,13.1,85.5,0.0,4.42,197.44,3900.1
Shanghai,Shanghai-Baoshan,2019-09-01,43.94,40.59,13.75,9.59,11.15,12.88,0.88,6.09,28.13,1.88,3.64,1.66,61,Good,8.2,74.3,0.0,5.09,194.45,3903.6
Shanghai,Shanghai-Baoshan,2019-10-01,29.12,32.06,18.33,21.8,19.67,17.21,1.41,9.44,26.12,2.29,4.82,1.19,42,Excellent,10.5,51.1,0.0,4.22,197.22,3884.0
Shanghai,Shanghai-Baoshan,2019-11-01,51.74,115.23,13.79,38.99,36.94,19.09,1.03,26.97,26.91,4.4,6.85,1.22,71,Good,7.7,46.7,0.0,4.68,196.8,3904.3
Shanghai,Shanghai-Baoshan,2019-12-01,103.57,126.34,32.94,54.18,42.15,16.09,2.61,19.48,50.92,3.41,3.07,3.06,136,Lightly Polluted,11.2,52.4,0.0,3.24,196.99,3899.6
Shanghai,Shanghai-Baoshan,2020-01-01,70.73,51.95,12.3,17.88,14.86,5.77,2.0,12.34,29.38,3.98,8.14,1.36,95,Good,8.1,33.1,0.0,5.21,199.66,3912.6
Shanghai,Shanghai-Baoshan,2020-02-01,25.4,57.6,11.33,15.45,6.49,4.13,0.46,0.54,12.86,1.51,1.79,0.75,36,Excellent,7.0,45.0,0.0,3.63,196.83,3923.5
Shanghai,Shanghai-Baoshan,2020-03-01,23.75,42.15,0.49,0.8,11.5,5.67,0.1,7.03,16.2,1.6,0.84,0.84,34,Excellent,10.1,42.3,0.0,3.62,204.23,3919.9
Shanghai,Shanghai-Baoshan,2020-04-01,11.39,21.59,7.86,6.21,18.67,8.14,0.4,11.65,7.4,0.06,1.51,0.24,16,Excellent,17.3,41.7,0.0,4.26,198.26,3936.7
Shanghai,Shanghai-Baoshan,2020-05-01,33.61,85.77,7.13,20.43,11.12,6.95,0.16,5.61,24.27,0.36,1.97,0.57,48,Excellent,10.3,52.4,0.04,3.82,200.64,3901.4
Shanghai,Shanghai-Baoshan,2020-06-01,40.87,68.79,9.72,7.18,9.53,7.34,0.71,14.37,35.21,2.29,4.62,0.31,57,Good,13.4,76.8,0.0,4.36,201.59,3897.7
Shanghai,Shanghai-Baoshan,2020-07-01,16.31,45.07,0.43,10.35,20.68,8.71,1.1,7.73,23.88,1.83,4.73,0.45,23,Excellent,9.2,78.5,0.0,4.3,194.95,3930.4
Shanghai,Shanghai-Baoshan,2020-08-01,31.1,57.55,6.11,10.17,19.18,10.74,0.38,5.21,20.26,1.86,4.6,0.58,44,Excellent,8.3,81.7,0.0,4.39,198.7,3930.6
Shanghai,Shanghai-Baoshan,2020-09-01,45.88,96.14,6.66,23.38,6.66,8.82,0.66,11.13,21.48,1.11,4.47,0.85,63,Good,11.9,66.1,0.001,3.58,201.56,3909.2
Shanghai,Shanghai-Baoshan,2020-10-01,65.04,104.05,18.77,21.37,8.31,12.27,0.59,7.5,42.99,1.48,4.79,1.58,87,Good,6.6,54.3,0.0,4.35,201.1,3922.0
Shanghai,Shanghai-Baoshan,2020-11-01,64.37,122.16,26.07,12.02,32.82,17.9,2.23,29.43,63.01,4.26,1.09,1.68,87,Good,4.4,56.4,0.018,5.02,198.96,3911.9
Shanghai,Shanghai-Baoshan,2020-12-01,67.92,105.15,22.44,45.96,17.7,12.05,1.44,25.73,27.22,2.52,12.8,3.61,91,Good,8.9,42.7,0.0,3.93,200.07,3919.7
Shanghai,Shanghai-Baoshan,2021-01-01,102.28,107.2,29.26,33.94,38.24,12.29,1.43,6.18,28.89,1.25,13.08,3.08,134,Lightly Polluted,6.6,50.3,0.0,3.6,197.6,3948.6
