Division,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Sylhet,Habiganj,2022-10-01,48.91,68.71,22.39,17.68,39.51,11.45,1.32,1.55,60.53,0.89,1.96,1.51,134,Unhealthy for Sensitive Groups,7.7,84.1,0.278,2.01,11.45,612.9
Sylhet,Habiganj,2022-11-01,75.52,159.59,10.01,46.69,60.9,16.29,1.46,6.82,49.75,1.74,6.91,1.57,161,Unhealthy,7.0,58.5,0.343,3.42,11.19,615.9
Sylhet,Habiganj,2022-12-01,95.05,128.96,19.8,48.41,49.52,20.17,3.12,19.56,103.65,1.8,7.94,1.33,171,Unhealthy,3.2,69.6,0.232,2.53,11.39,615.2
Sylhet,Habiganj,2023-01-01,134.26,213.38,35.93,71.6,72.04,15.24,3.3,29.71,65.69,3.14,5.18,0.9,192,Unhealthy,5.5,64.1,0.281,2.9,11.68,622.1
Sylhet,Habiganj,2023-02-01,39.22,107.62,22.35,57.12,68.48,20.73,1.66,13.15,85.7,2.72,5.06,0.58,110,Unhealthy for Sensitive Groups,4.1,57.6,0.307,3.27,11.49,620.1
Sylhet,Habiganj,2023-03-01,104.37,127.23,31.48,41.8,44.92,16.5,2.25,16.37,53.91,1.1,3.44,1.06,176,Unhealthy,9.0,57.6,0.292,2.01,11.5,622.4
Sylhet,Habiganj,2023-04-01,73.52,160.47,7.11,36.61,30.5,6.7,1.63,10.73,77.79,2.03,2.92,2.03,160,Unhealthy,9.5,58.3,0.322,3.23,11.53,622.4
Sylhet,Habiganj,2023-05-01,22.29,94.51,21.53,23.86,21.44,10.16,0.92,8.94,67.17,1.22,2.8,0.97,72,Moderate,14.4,79.8,0.309,3.38,11.26,620.2
Sylhet,Habiganj,2023-06-01,40.06,50.8,13.1,7.71,12.23,7.43,0.82,10.8,26.31,0.75,4.18,0.81,112,Unhealthy for Sensitive Groups,9.0,93.3,0.267,3.02,11.67,620.0
Sylhet,Habiganj,2023-07-01,43.37,76.6,5.1,8.77,29.63,3.83,0.51,5.92,28.26,1.32,3.22,1.01,120,Unhealthy for Sensitive Groups,7.4,88.4,0.334,1.77,11.61,619.6
Sylhet,Habiganj,2023-08-01,33.49,22.44,9.09,12.07,16.3,4.08,0.84,7.58,22.39,0.78,3.12,0.29,96,Moderate,5.3,100.0,0.314,3.92,11.52,621.7
Sylhet,Habiganj,2023-09-01,20.55,66.86,8.52,24.8,12.75,6.22,1.06,8.5,31.16,0.66,4.44,0.57,69,Moderate,11.0,89.6,0.268,0.26,11.41,621.6
Sylhet,Habiganj,2023-10-01,47.57,94.09,12.32,26.59,25.4,14.71,0.77,2.65,46.5,2.2,4.44,0.71,131,Unhealthy for Sensitive Groups,3.7,79.2,0.331,2.21,11.78,620.7
Sylhet,Habiganj,2023-11-01,107.64,194.77,28.47,19.2,16.77,21.56,1.29,7.14,55.44,2.21,10.03,1.95,178,Unhealthy,5.1,73.7,0.301,2.15,11.54,615.9
Sylhet,Habiganj,2023-12-01,77.25,143.92,43.02,45.73,65.4,27.43,2.64,13.49,104.43,1.53,6.56,1.98,162,Unhealthy,2.9,70.7,0.265,2.52,11.56,621.5
Sylhet,Habiganj,2024-01-01,110.5,273.39,29.09,46.9,66.15,11.29,1.31,9.92,76.84,1.23,12.48,0.7,179,Unhealthy,1.9,57.8,0.305,3.72,11.88,628.9
Sylhet,Habiganj,2024-02-01,129.12,215.48,21.1,51.08,64.14,22.73,1.52,14.52,56.7,1.98,2.27,2.44,189,Unhealthy,3.3,67.2,0.326,3.43,12.1,627.2
Sylhet,Habiganj,2024-03-01,52.2,167.79,14.56,23.87,53.74,12.57,1.31,21.46,74.74,3.75,8.72,2.3,142,Unhealthy for Sensitive Groups,2.2,58.5,0.301,1.96,11.93,624.6
Sylhet,Habiganj,2024-04-01,82.03,148.33,11.79,29.84,14.45,16.76,1.11,14.76,71.05,0.77,2.71,1.88,165,Unhealthy,6.8,55.4,0.299,2.91,11.79,627.4
Sylhet,Habiganj,2024-05-01,27.38,66.34,15.24,31.58,31.99,15.9,0.4,8.6,48.89,0.92,5.1,0.35,83,Moderate,9.8,84.4,0.315,3.31,11.91,631.4
Sylhet,Habiganj,2024-06-01,28.27,38.45,4.27,24.3,26.81,9.64,0.77,2.84,46.02,0.92,4.41,0.49,85,Moderate,9.4,82.7,0.287,2.92,11.73,627.5
Sylhet,Habiganj,2024-07-01,16.98,58.55,8.78,11.97,17.26,6.4,0.69,2.65,25.22,1.12,3.4,0.52,61,Moderate,13.7,95.5,0.348,3.16,11.92,627.1
Sylhet,Habiganj,2024-08-01,15.23,53.81,4.71,24.51,29.1,2.72,0.54,3.47,28.79,1.41,3.58,0.3,58,Moderate,15.3,85.6,0.279,4.29,11.96,624.6
Sylhet,Habiganj,2024-09-01,21.75,96.61,13.73,13.24,24.24,7.22,1.05,13.01,54.61,0.8,2.81,1.3,71,Moderate,12.1,93.1,0.284,2.86,11.57,628.2
Sylhet,Habiganj,2024-10-01,31.63,71.06,16.59,30.12,16.88,16.4,0.92,2.5,70.24,1.64,1.3,0.81,92,Moderate,3.3,79.5,0.276,2.35,12.06,625.4
Sylhet,Habiganj,2024-11-01,35.41,120.94,12.12,51.83,55.1,22.37,1.37,24.25,80.18,3.2,7.74,1.35,101,Unhealthy for Sensitive Groups,2.1,75.4,0.299,2.92,12.1,624.7
Sylhet,Habiganj,2024-12-01,112.64,218.46,8.94,31.66,67.35,6.66,1.07,18.11,115.63,2.31,2.19,2.44,181,Unhealthy,2.7,77.6,0.37,1.85,12.09,625.6
Sylhet,Habiganj,2025-01-01,101.58,270.51,34.04,67.2,32.96,26.76,0.97,28.05,51.9,1.48,2.9,1.95,175,Unhealthy,5.3,58.1,0.335,1.53,12.55,634.4
Sylhet,Habiganj,2025-02-01,60.55,230.96,23.15,38.59,45.48,14.07,1.34,6.01,120.69,2.95,7.68,0.96,154,Unhealthy,1.8,62.1,0.299,1.67,12.25,630.0
Sylhet,Habiganj,2025-03-01,87.27,80.78,21.23,55.8,44.49,19.77,0.94,18.22,48.55,0.46,4.96,1.55,167,Unhealthy,6.1,63.4,0.295,2.65,12.46,631.7
Sylhet,Habiganj,2025-04-01,82.88,103.95,16.39,28.23,43.38,12.04,0.5,11.3,77.68,2.76,1.7,0.61,165,Unhealthy,9.9,73.2,0.314,3.53,12.48,633.4
Sylhet,Habiganj,2025-05-01,34.12,131.89,22.49,15.96,19.67,12.57,0.54,15.96,38.94,0.89,1.55,1.92,97,Moderate,9.0,73.8,0.268,3.83,12.23,635.8
Sylhet,Habiganj,2025-06-01,44.89,87.08,3.76,8.31,29.02,11.32,0.67,9.16,40.54,0.9,1.17,1.08,124,Unhealthy for Sensitive Groups,8.1,79.8,0.315,1.91,12.65,636.0
Sylhet,Habiganj,2025-07-01,38.99,36.74,5.23,11.12,17.24,9.73,0.73,5.75,50.93,0.27,3.51,0.17,110,Unhealthy for Sensitive Groups,10.8,84.8,0.347,2.09,12.65,633.6
Sylhet,Habiganj,2025-08-01,29.07,47.7,7.17,20.85,7.93,6.46,0.51,4.13,23.98,0.58,1.63,0.69,87,Moderate,10.5,93.4,0.303,3.74,12.47,634.2
Sylhet,Habiganj,2025-09-01,46.45,63.37,12.9,16.68,7.89,5.15,1.0,11.08,50.81,0.65,5.0,1.16,128,Unhealthy for Sensitive Groups,9.4,93.0,0.265,1.72,12.15,634.3
Sylhet,Habiganj,2025-10-01,31.17,111.26,20.3,26.03,30.69,15.97,0.63,3.46,56.42,1.74,1.2,0.84,91,Moderate,9.6,74.8,0.288,1.6,12.68,635.3
Sylhet,Habiganj,2025-11-01,93.61,188.32,12.75,51.52,28.15,16.09,1.02,8.25,64.86,3.43,5.96,2.65,171,Unhealthy,2.5,66.1,0.255,1.91,12.45,634.4
Sylhet,Habiganj,2025-12-01,102.49,241.06,20.3,37.75,66.16,18.8,1.52,25.46,54.93,2.76,4.5,2.53,175,Unhealthy,2.7,54.7,0.313,2.85,12.54,631.7
Sylhet,Moulvibazar,2014-01-01,33.59,94.79,24.18,24.2,53.12,13.4,1.12,11.47,27.26,2.51,4.65,1.56,96,Moderate,6.0,56.9,0.364,0.89,7.79,561.8
Sylhet,Moulvibazar,2014-02-01,44.42,62.81,14.24,17.83,30.8,10.95,1.74,3.4,64.76,2.82,7.07,0.44,123,Unhealthy for Sensitive Groups,7.1,60.2,0.331,2.64,7.82,562.0
Sylhet,Moulvibazar,2014-03-01,22.04,116.65,19.14,11.71,30.38,13.77,1.08,13.15,55.74,0.94,1.64,1.1,72,Moderate,6.5,60.8,0.314,2.18,7.82,557.9
Sylhet,Moulvibazar,2014-04-01,31.17,32.61,18.66,26.38,12.82,10.5,1.17,6.64,49.42,0.61,4.18,0.95,91,Moderate,10.9,55.6,0.283,2.49,7.91,562.9
Sylhet,Moulvibazar,2014-05-01,27.38,50.76,6.48,16.2,10.54,1.56,0.34,4.48,23.08,1.41,4.08,0.49,83,Moderate,12.1,76.8,0.267,1.23,8.47,556.0
Sylhet,Moulvibazar,2014-06-01,20.69,62.11,2.35,6.73,12.25,1.59,0.48,6.92,13.62,0.34,1.54,0.61,69,Moderate,11.0,89.5,0.333,2.85,7.65,561.6
Sylhet,Moulvibazar,2014-07-01,21.14,26.65,9.39,5.55,5.43,4.84,0.55,2.6,16.32,0.79,1.58,0.24,70,Moderate,15.1,96.3,0.321,1.85,7.79,557.9
Sylhet,Moulvibazar,2014-08-01,26.33,23.39,4.5,10.97,14.11,5.75,0.53,4.89,23.05,0.05,2.52,0.05,81,Moderate,10.5,92.7,0.336,2.63,7.99,558.6
Sylhet,Moulvibazar,2014-09-01,17.95,35.89,8.21,10.44,10.58,6.52,0.44,1.62,17.63,0.96,2.21,0.35,63,Moderate,8.7,91.1,0.285,1.18,8.0,560.5
Sylhet,Moulvibazar,2014-10-01,11.83,47.28,10.42,20.76,23.63,8.64,1.12,3.32,41.19,1.36,0.99,1.02,49,Good,5.9,88.6,0.251,1.68,8.02,563.4
Sylhet,Moulvibazar,2014-11-01,54.28,71.4,15.38,33.09,25.39,15.2,1.55,5.93,56.6,2.21,2.2,1.1,147,Unhealthy for Sensitive Groups,2.4,72.0,0.303,2.26,7.8,560.9
Sylhet,Moulvibazar,2014-12-01,63.94,152.53,1.46,20.12,32.48,8.56,0.8,13.79,51.5,1.24,4.08,0.54,155,Unhealthy,3.9,64.0,0.335,1.57,8.24,557.6
Sylhet,Moulvibazar,2015-01-01,40.01,148.49,15.06,23.98,14.06,11.82,1.81,6.28,51.98,0.74,4.29,1.16,112,Unhealthy for Sensitive Groups,3.6,70.9,0.364,3.21,8.46,567.2
Sylhet,Moulvibazar,2015-02-01,71.39,83.51,15.83,24.28,29.96,15.35,1.22,17.17,44.43,2.72,1.77,2.14,159,Unhealthy,3.8,68.8,0.282,1.48,8.64,566.8
Sylhet,Moulvibazar,2015-03-01,20.74,110.87,19.68,26.66,31.25,11.26,1.19,13.1,22.47,1.66,0.75,0.5,69,Moderate,3.5,54.1,0.318,3.14,8.17,569.2
Sylhet,Moulvibazar,2015-04-01,42.75,65.02,15.21,11.24,25.95,7.76,0.49,12.67,19.69,0.07,2.44,1.35,119,Unhealthy for Sensitive Groups,4.6,61.5,0.267,2.61,8.57,569.0
Sylhet,Moulvibazar,2015-05-01,40.46,39.98,9.95,12.9,23.66,6.98,0.82,8.53,22.96,0.87,3.81,1.24,113,Unhealthy for Sensitive Groups,7.3,74.4,0.311,3.82,8.4,565.3
Sylhet,Moulvibazar,2015-06-01,28.68,65.78,1.07,7.73,15.75,6.57,0.45,3.26,18.19,0.38,1.44,0.93,86,Moderate,14.8,85.0,0.294,3.27,8.56,568.5
Sylhet,Moulvibazar,2015-07-01,22.24,42.64,5.38,10.13,8.7,3.99,0.53,1.19,10.0,1.07,0.89,0.64,72,Moderate,13.1,90.1,0.308,3.79,8.02,567.1
Sylhet,Moulvibazar,2015-08-01,8.13,23.75,8.53,9.7,19.31,3.89,0.47,4.57,10.0,0.43,1.13,0.55,34,Good,5.5,90.0,0.296,3.44,8.49,568.9
Sylhet,Moulvibazar,2015-09-01,9.59,14.15,5.82,10.94,22.91,6.33,0.14,4.27,32.01,0.77,2.05,0.84,40,Good,10.9,90.0,0.296,2.13,8.39,565.9
Sylhet,Moulvibazar,2015-10-01,16.78,57.26,5.22,12.34,21.27,3.29,0.89,3.96,21.7,0.63,3.45,0.4,61,Moderate,7.7,79.6,0.279,3.06,8.6,563.9
Sylhet,Moulvibazar,2015-11-01,36.1,53.74,22.15,21.4,40.31,10.8,1.1,14.96,59.47,1.31,5.54,1.35,102,Unhealthy for Sensitive Groups,4.5,70.6,0.303,3.47,8.36,566.3
Sylhet,Moulvibazar,2015-12-01,43.03,127.02,21.87,15.81,43.25,16.41,1.38,19.21,32.51,0.63,6.04,2.02,120,Unhealthy for Sensitive Groups,2.0,63.0,0.302,2.62,8.49,566.5
Sylhet,Moulvibazar,2016-01-01,58.98,155.38,18.87,21.2,50.41,12.88,1.53,3.2,59.31,1.62,5.96,2.13,153,Unhealthy,5.6,60.7,0.35,1.75,8.83,574.1
Sylhet,Moulvibazar,2016-02-01,51.4,54.79,18.78,21.44,41.29,6.52,1.43,3.19,36.75,0.52,1.27,1.75,140,Unhealthy for Sensitive Groups,7.3,70.0,0.274,1.32,8.93,574.1
Sylhet,Moulvibazar,2016-03-01,36.73,58.15,13.77,35.26,12.88,6.16,1.38,4.69,55.28,1.54,4.37,1.58,104,Unhealthy for Sensitive Groups,6.6,50.9,0.286,2.53,8.89,573.8
Sylhet,Moulvibazar,2016-04-01,54.9,72.2,3.29,27.55,21.67,9.49,1.31,13.17,44.27,1.3,3.65,0.18,149,Unhealthy for Sensitive Groups,5.5,72.3,0.269,3.54,8.76,574.1
Sylhet,Moulvibazar,2016-05-01,26.29,55.05,13.82,25.15,16.92,1.02,0.41,5.47,34.28,1.39,3.71,0.39,81,Moderate,15.6,73.8,0.33,2.76,8.84,572.5
Sylhet,Moulvibazar,2016-06-01,21.74,40.05,5.7,19.89,10.49,7.39,0.85,2.54,28.35,0.74,2.77,0.05,71,Moderate,13.6,82.5,0.318,3.17,9.14,573.2
Sylhet,Moulvibazar,2016-07-01,15.5,26.51,2.13,9.78,16.68,3.92,0.54,3.32,27.35,0.86,0.73,0.4,58,Moderate,7.5,85.6,0.327,1.97,8.79,574.4
Sylhet,Moulvibazar,2016-08-01,20.44,46.37,1.61,10.53,17.53,3.41,0.48,2.32,20.86,0.68,3.15,0.18,69,Moderate,10.0,99.3,0.291,2.37,8.89,571.9
Sylhet,Moulvibazar,2016-09-01,20.87,70.52,4.53,4.44,6.99,4.8,0.21,5.11,14.95,1.36,1.23,0.52,69,Moderate,7.3,87.3,0.318,2.19,8.85,572.5
Sylhet,Moulvibazar,2016-10-01,30.39,61.37,5.68,11.86,16.92,9.22,0.9,4.36,19.26,0.49,1.65,0.12,89,Moderate,3.4,82.0,0.235,3.08,8.79,572.1
Sylhet,Moulvibazar,2016-11-01,30.8,44.87,10.13,15.95,31.31,8.83,0.31,1.89,29.06,1.62,5.49,1.42,90,Moderate,6.8,70.4,0.275,2.05,8.35,571.1
Sylhet,Moulvibazar,2016-12-01,86.48,168.64,12.55,41.53,49.7,17.05,1.65,6.91,32.96,0.86,5.5,0.83,167,Unhealthy,0.5,74.9,0.265,3.22,8.83,574.1
Sylhet,Moulvibazar,2017-01-01,61.38,159.22,23.34,17.99,17.96,17.78,2.3,3.46,79.3,1.85,4.36,1.91,154,Unhealthy,3.6,66.5,0.339,2.81,9.15,580.7
Sylhet,Moulvibazar,2017-02-01,80.81,55.78,14.25,31.14,42.48,16.67,1.6,14.11,51.23,1.32,2.76,0.96,164,Unhealthy,3.1,63.8,0.296,2.51,9.18,579.0
Sylhet,Moulvibazar,2017-03-01,37.94,60.0,8.4,12.46,41.1,6.19,1.27,6.52,51.79,0.84,5.23,1.65,107,Unhealthy for Sensitive Groups,5.3,64.0,0.338,0.25,9.24,580.7
Sylhet,Moulvibazar,2017-04-01,22.54,39.93,15.03,17.47,20.02,9.03,0.45,6.35,36.23,1.69,1.01,0.42,73,Moderate,9.0,68.2,0.255,2.45,9.27,579.7
Sylhet,Moulvibazar,2017-05-01,45.53,32.44,12.06,17.4,12.96,3.55,0.51,6.16,36.41,1.16,2.78,0.26,126,Unhealthy for Sensitive Groups,10.9,74.6,0.285,1.83,9.17,578.7
Sylhet,Moulvibazar,2017-06-01,7.98,57.92,7.21,7.88,9.03,7.24,0.57,3.69,23.12,0.29,2.19,0.37,33,Good,11.0,81.2,0.316,3.26,8.81,579.1
Sylhet,Moulvibazar,2017-07-01,27.53,38.96,6.67,6.05,6.1,5.73,0.41,4.28,19.11,1.07,1.94,0.75,83,Moderate,9.7,97.0,0.308,1.9,8.98,579.1
Sylhet,Moulvibazar,2017-08-01,13.15,52.1,10.13,8.1,13.3,6.46,0.22,6.79,13.02,0.29,0.8,0.62,53,Moderate,7.4,94.6,0.298,2.25,9.16,579.8
Sylhet,Moulvibazar,2017-09-01,27.54,55.91,1.0,13.35,20.24,2.35,0.19,3.09,15.1,0.91,1.87,0.3,83,Moderate,9.6,90.1,0.297,4.4,9.44,582.6
Sylhet,Moulvibazar,2017-10-01,31.61,38.9,13.07,15.35,31.22,8.32,0.82,10.12,21.62,1.02,3.72,0.46,92,Moderate,2.0,72.9,0.315,3.23,9.37,579.2
Sylhet,Moulvibazar,2017-11-01,55.8,147.65,15.47,11.06,11.83,12.82,1.65,15.87,40.55,2.58,2.32,1.55,151,Unhealthy,1.8,66.1,0.297,3.14,9.52,580.7
Sylhet,Moulvibazar,2017-12-01,42.23,101.46,4.76,18.74,52.56,7.22,1.5,20.78,79.55,1.35,7.39,0.45,118,Unhealthy for Sensitive Groups,4.3,57.3,0.289,2.01,9.32,581.2
Sylhet,Moulvibazar,2018-01-01,43.96,206.17,26.84,17.89,38.56,12.81,0.93,21.73,75.75,1.25,5.73,0.71,122,Unhealthy for Sensitive Groups,1.6,65.7,0.254,3.64,9.39,590.3
Sylhet,Moulvibazar,2018-02-01,66.97,159.77,16.12,18.37,14.72,11.78,0.88,3.47,39.44,3.22,5.81,0.84,157,Unhealthy,5.1,65.0,0.274,1.94,9.16,589.2
Sylhet,Moulvibazar,2018-03-01,19.6,106.43,18.21,31.23,14.89,6.04,1.13,14.78,69.98,2.29,3.88,1.3,67,Moderate,9.4,56.3,0.306,3.66,9.68,584.5
Sylhet,Moulvibazar,2018-04-01,25.86,44.77,7.76,11.87,38.23,6.04,0.76,14.06,54.45,1.38,1.9,0.58,80,Moderate,9.6,61.0,0.279,2.49,9.74,589.6
Sylhet,Moulvibazar,2018-05-01,37.63,89.44,12.77,18.7,28.31,7.31,0.87,9.96,29.42,1.14,2.84,0.43,106,Unhealthy for Sensitive Groups,10.1,79.1,0.267,2.5,9.24,586.1
Sylhet,Moulvibazar,2018-06-01,11.5,18.17,7.78,15.33,8.23,4.02,0.75,5.7,15.23,1.0,1.87,0.88,48,Good,13.6,94.0,0.332,3.23,9.8,587.4
Sylhet,Moulvibazar,2018-07-01,22.83,13.6,8.59,11.86,15.81,4.82,0.34,5.47,21.12,0.33,2.01,0.13,74,Moderate,15.2,93.7,0.29,1.79,9.66,585.7
Sylhet,Moulvibazar,2018-08-01,25.96,58.0,11.68,7.57,3.79,5.43,0.71,2.98,15.67,0.67,1.49,0.7,80,Moderate,12.3,86.4,0.342,2.18,9.67,588.4
Sylhet,Moulvibazar,2018-09-01,8.23,26.19,9.64,11.08,22.88,8.78,0.48,1.02,32.24,0.13,1.79,0.34,34,Good,11.3,83.0,0.308,0.68,9.51,588.8
Sylhet,Moulvibazar,2018-10-01,26.72,55.18,16.74,13.38,18.03,9.61,0.84,7.73,41.11,0.49,1.99,0.85,82,Moderate,4.4,78.4,0.283,3.69,9.38,589.0
Sylhet,Moulvibazar,2018-11-01,47.22,132.15,19.67,25.05,46.88,14.81,0.97,12.64,67.67,2.19,5.83,0.34,130,Unhealthy for Sensitive Groups,6.4,71.6,0.286,2.85,9.85,585.4
Sylhet,Moulvibazar,2018-12-01,59.78,98.6,13.65,18.63,43.41,13.25,0.8,20.91,84.19,0.42,3.56,2.45,153,Unhealthy,4.6,69.9,0.344,3.88,9.72,584.2
Sylhet,Moulvibazar,2019-01-01,90.17,145.07,12.61,28.63,25.29,7.88,1.15,7.0,39.51,0.76,5.41,2.45,169,Unhealthy,1.5,63.3,0.29,0.66,10.04,593.7
Sylhet,Moulvibazar,2019-02-01,87.27,79.59,12.51,33.02,21.1,13.74,1.54,21.79,81.06,1.64,2.18,2.14,167,Unhealthy,3.9,67.6,0.311,3.54,10.17,594.7
Sylhet,Moulvibazar,2019-03-01,37.71,45.59,17.52,22.52,16.87,13.46,1.75,6.21,64.58,1.18,4.77,1.62,106,Unhealthy for Sensitive Groups,5.6,60.7,0.321,1.28,10.43,595.9
Sylhet,Moulvibazar,2019-04-01,25.38,122.25,9.59,18.76,17.94,12.18,1.43,14.73,27.14,1.52,2.03,1.56,79,Moderate,4.8,64.9,0.337,0.42,9.95,593.2
Sylhet,Moulvibazar,2019-05-01,38.18,75.51,12.1,11.34,8.28,7.74,0.74,4.51,35.47,0.97,2.83,1.38,108,Unhealthy for Sensitive Groups,10.7,81.1,0.354,2.43,9.89,595.3
Sylhet,Moulvibazar,2019-06-01,26.28,36.45,9.0,4.39,8.74,5.28,0.51,4.82,28.76,0.92,1.65,0.2,81,Moderate,11.8,88.7,0.294,1.28,10.16,593.8
Sylhet,Moulvibazar,2019-07-01,5.0,33.74,5.71,10.72,15.19,6.0,0.47,4.9,20.09,1.15,3.08,0.45,21,Good,13.8,92.5,0.279,2.75,10.06,591.2
Sylhet,Moulvibazar,2019-08-01,16.01,33.33,11.6,10.23,3.95,3.23,0.42,6.34,24.27,0.83,1.83,0.72,59,Moderate,13.2,97.4,0.298,3.81,9.81,596.8
Sylhet,Moulvibazar,2019-09-01,16.12,39.57,3.82,18.42,6.84,4.56,0.75,7.09,34.61,0.14,1.4,0.2,59,Moderate,5.1,88.5,0.255,2.63,9.75,593.0
Sylhet,Moulvibazar,2019-10-01,29.45,79.69,11.7,11.56,17.28,3.4,0.66,6.06,39.3,0.3,4.89,0.61,87,Moderate,4.1,87.9,0.334,0.73,10.05,592.3
Sylhet,Moulvibazar,2019-11-01,30.91,103.66,17.62,23.54,11.64,15.66,1.1,3.12,43.58,2.22,2.66,1.0,91,Moderate,3.4,73.2,0.28,1.27,10.18,592.6
Sylhet,Moulvibazar,2019-12-01,61.37,112.08,21.55,33.59,29.87,8.39,0.71,8.61,55.13,3.06,3.49,1.32,154,Unhealthy,4.6,69.6,0.303,4.1,10.1,594.4
Sylhet,Moulvibazar,2020-01-01,78.87,66.0,26.27,48.53,20.66,14.62,1.48,11.8,94.24,0.7,7.73,0.88,163,Unhealthy,4.5,68.5,0.315,3.44,10.39,602.6
Sylhet,Moulvibazar,2020-02-01,78.3,120.39,11.18,38.27,22.6,7.63,1.35,20.25,67.01,1.96,3.37,0.82,163,Unhealthy,4.6,57.6,0.244,3.59,10.33,598.4
Sylhet,Moulvibazar,2020-03-01,64.96,41.99,7.7,25.48,17.37,9.85,0.85,12.27,44.64,0.71,3.59,0.55,156,Unhealthy,2.5,47.5,0.253,2.47,10.31,601.6
Sylhet,Moulvibazar,2020-04-01,16.06,48.14,1.65,15.16,10.22,2.73,0.28,1.11,25.3,0.34,2.93,0.64,59,Moderate,8.5,75.0,0.285,1.74,10.46,599.6
Sylhet,Moulvibazar,2020-05-01,19.12,19.97,5.28,7.04,9.84,2.76,0.7,2.67,23.8,0.86,2.94,0.82,66,Moderate,11.8,73.1,0.309,2.25,10.6,596.0
Sylhet,Moulvibazar,2020-06-01,27.58,42.28,11.4,12.38,9.23,6.88,0.73,7.55,11.13,0.9,0.93,0.15,84,Moderate,9.3,90.1,0.307,2.57,10.28,598.3
Sylhet,Moulvibazar,2020-07-01,17.93,42.78,3.91,6.13,12.44,6.45,0.61,5.86,31.75,1.08,1.76,0.92,63,Moderate,11.7,84.7,0.287,-0.03,10.52,599.3
Sylhet,Moulvibazar,2020-08-01,28.08,22.62,8.6,12.19,10.77,4.08,0.26,5.63,28.96,0.95,2.84,0.59,85,Moderate,14.3,91.8,0.3,1.5,10.35,601.8
Sylhet,Moulvibazar,2020-09-01,33.99,36.32,4.54,13.32,9.17,4.96,0.6,3.01,31.27,0.29,0.86,0.74,97,Moderate,13.9,92.7,0.356,1.77,10.29,600.1
Sylhet,Moulvibazar,2020-10-01,41.34,45.52,6.52,9.79,20.84,8.22,0.78,3.89,44.03,0.88,3.36,0.9,115,Unhealthy for Sensitive Groups,3.9,84.1,0.254,3.2,10.39,604.9
Sylhet,Moulvibazar,2020-11-01,41.62,57.16,17.47,20.59,48.55,7.99,1.6,8.73,51.63,0.53,3.0,1.14,116,Unhealthy for Sensitive Groups,6.2,73.0,0.357,3.87,10.49,602.7
Sylhet,Moulvibazar,2020-12-01,95.27,158.51,19.93,41.22,49.15,15.74,1.59,20.36,66.73,0.62,2.96,1.78,172,Unhealthy,3.5,75.6,0.254,2.29,10.26,600.5
Sylhet,Moulvibazar,2021-01-01,97.35,155.86,30.59,19.99,38.38,13.42,1.17,6.91,48.56,1.64,7.03,1.91,173,Unhealthy,5.9,66.9,0.293,3.4,11.13,606.6
Sylhet,Moulvibazar,2021-02-01,34.95,91.5,15.81,22.89,33.07,16.94,1.17,12.55,40.22,0.96,5.7,0.36,99,Moderate,4.6,69.9,0.35,4.62,10.9,605.3
Sylhet,Moulvibazar,2021-03-01,35.18,54.73,21.05,34.54,52.01,15.65,1.56,9.89,58.87,2.56,4.81,1.19,100,Moderate,5.1,65.3,0.334,2.71,11.0,609.9
Sylhet,Moulvibazar,2021-04-01,51.83,81.12,12.39,17.44,37.29,3.65,1.37,13.97,36.54,1.18,0.29,1.06,141,Unhealthy for Sensitive Groups,9.4,57.7,0.263,3.32,10.83,608.4
Sylhet,Moulvibazar,2021-05-01,19.93,80.76,16.0,21.13,25.31,3.26,0.42,5.86,28.99,1.54,4.57,1.26,67,Moderate,9.3,67.1,0.319,2.41,10.72,608.6
Sylhet,Moulvibazar,2021-06-01,24.97,27.01,14.64,16.57,15.68,4.86,0.28,2.17,30.44,0.43,3.1,0.79,78,Moderate,10.3,87.3,0.265,3.07,10.87,604.2
Sylhet,Moulvibazar,2021-07-01,24.18,58.22,11.22,14.49,16.86,8.76,0.16,6.8,32.35,0.66,0.28,0.19,76,Moderate,9.6,83.7,0.291,1.89,10.76,605.7
Sylhet,Moulvibazar,2021-08-01,5.0,26.03,6.23,11.03,7.71,4.54,0.55,1.88,26.67,0.87,1.77,0.48,21,Good,10.5,91.1,0.293,3.71,10.81,607.0
Sylhet,Moulvibazar,2021-09-01,7.56,48.72,1.0,13.98,5.82,4.68,0.3,1.97,23.02,0.05,1.13,0.77,31,Good,6.9,85.3,0.31,1.03,10.78,606.8
Sylhet,Moulvibazar,2021-10-01,48.89,69.65,2.85,19.69,30.55,4.0,0.53,10.91,37.39,1.25,4.18,0.32,134,Unhealthy for Sensitive Groups,6.4,71.9,0.231,1.92,11.02,606.5
Sylhet,Moulvibazar,2021-11-01,51.27,154.45,10.44,25.23,20.08,10.03,1.1,11.38,56.59,2.56,2.02,1.51,140,Unhealthy for Sensitive Groups,2.0,58.4,0.337,2.55,10.84,608.6
